System,System,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),
Date,Time,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C4res%,C6res%,SKT0,SKT0,SKT0,
2026-07-30,12:38:59.867,0.17,2.65,0.06,0.68,2.66,39.45,3.83,0.63,0.67,0.0030,0.0003,6.02,5.21,57,13100.19,4938.77,3881.56,2.65,22.10,0.17,1.41,9.34,23.18,0.00,53.04,14.44,100.00,0.00,0.00,0.00,23.96,13.06,3.87,
2026-07-30,12:39:00.867,0.16,2.66,0.06,0.66,2.57,37.16,3.69,0.65,0.74,0.0029,0.0003,5.78,5.09,57,12632.05,4744.32,3877.78,2.66,22.19,0.16,1.36,9.29,25.09,0.00,50.76,14.86,100.00,0.00,0.00,0.00,23.08,12.20,3.86,
2026-07-30,12:39:01.866,0.13,2.57,0.05,0.54,2.12,39.54,2.80,0.64,0.75,0.0038,0.0003,6.03,5.28,58,10418.53,4061.36,3878.30,2.57,21.38,0.13,1.12,9.65,21.34,0.00,52.64,16.36,100.00,0.00,0.00,0.00,20.81,9.96,3.84,
2026-07-30,12:39:02.866,0.17,2.71,0.06,0.69,2.68,37.08,3.44,0.62,0.71,0.0028,0.0003,5.76,5.09,56,13227.99,4881.53,3880.06,2.71,22.58,0.17,1.42,9.16,18.01,0.00,54.72,18.12,100.00,0.00,0.00,0.00,23.92,12.95,3.98,
2026-07-30,12:39:03.873,0.09,2.40,0.04,0.53,2.07,36.39,2.13,0.64,0.78,0.0050,0.0003,5.74,5.11,62,7227.98,3006.31,3882.18,2.40,20.04,0.09,0.78,7.31,18.77,0.00,57.12,16.80,100.00,0.00,0.00,0.00,19.10,8.23,3.89,
2026-07-30,12:39:04.873,0.20,2.33,0.08,0.76,2.95,50.75,5.50,0.61,0.76,0.0033,0.0004,6.79,5.27,63,15155.94,6509.35,3881.49,2.33,19.40,0.20,1.63,11.08,22.28,0.00,48.73,17.91,100.00,0.00,0.00,0.00,25.97,15.02,3.87,
2026-07-30,12:39:05.873,0.17,2.68,0.06,0.69,2.67,37.25,3.59,0.64,0.68,0.0029,0.0003,5.88,5.15,62,12986.34,4838.64,3879.20,2.68,22.37,0.17,1.39,9.10,19.65,0.00,52.12,19.13,100.00,0.00,0.00,0.00,23.70,12.87,3.82,
2026-07-30,12:39:06.872,0.10,2.24,0.04,0.57,2.22,40.29,2.41,0.62,0.78,0.0053,0.0003,6.18,5.25,66,7664.59,3420.07,3880.55,2.24,18.68,0.10,0.82,7.75,21.18,0.00,50.73,20.35,100.00,0.00,0.00,0.00,19.97,9.12,3.82,
2026-07-30,12:39:07.872,0.28,3.24,0.09,0.76,2.97,42.86,3.81,0.61,0.70,0.0020,0.0002,6.36,5.20,66,21655.90,6694.18,3881.04,3.24,26.96,0.28,2.33,11.34,25.75,0.00,46.77,16.14,100.00,0.00,0.00,0.00,28.21,17.30,3.81,
2026-07-30,12:39:08.872,0.20,2.70,0.07,0.65,2.52,39.71,4.09,0.65,0.75,0.0026,0.0003,6.08,5.26,60,15426.01,5718.76,3876.63,2.70,22.48,0.20,1.66,11.41,23.36,0.00,49.44,15.79,100.00,0.00,0.00,0.00,24.70,13.85,3.81,
2026-07-30,12:39:09.872,0.16,2.46,0.07,0.70,2.73,63.77,2.64,0.51,0.80,0.0051,0.0002,7.81,5.94,48,12464.95,5066.37,3879.60,2.46,20.50,0.16,1.34,9.32,23.80,0.00,47.88,18.99,100.00,0.00,0.00,0.00,23.98,13.00,3.81,
2026-07-30,12:39:10.871,0.27,2.92,0.09,0.82,3.20,62.96,5.92,0.53,0.77,0.0030,0.0003,8.03,5.93,67,20960.18,7174.87,3877.04,2.92,24.34,0.27,2.25,11.28,18.81,0.00,53.58,16.33,100.00,0.00,0.00,0.00,29.19,18.14,3.85,
2026-07-30,12:39:11.872,0.11,2.36,0.04,0.59,2.28,39.32,2.20,0.62,0.82,0.0048,0.0003,6.04,5.24,66,8174.17,3457.41,3879.51,2.36,19.70,0.11,0.88,7.61,25.60,0.00,47.61,19.18,100.00,0.00,0.00,0.00,20.04,9.19,3.82,
2026-07-30,12:39:12.872,0.27,3.27,0.08,0.77,2.99,43.22,3.97,0.61,0.68,0.0021,0.0002,6.41,5.28,44,20637.65,6315.12,3879.37,3.27,27.23,0.27,2.22,10.63,24.19,0.00,48.88,16.31,100.00,0.00,0.00,0.00,27.58,16.67,3.82,
2026-07-30,12:39:13.871,0.17,2.66,0.07,0.70,2.74,39.78,3.81,0.63,0.68,0.0030,0.0003,6.11,5.33,67,13444.81,5053.77,3879.79,2.66,22.17,0.17,1.44,9.26,18.72,0.00,55.95,16.07,100.00,0.00,0.00,0.00,24.41,13.50,3.87,
2026-07-30,12:39:14.871,0.14,2.53,0.06,0.52,2.04,39.99,2.87,0.64,0.75,0.0036,0.0003,6.05,5.33,67,10996.23,4347.95,3876.00,2.53,21.08,0.14,1.18,10.70,20.14,0.00,53.90,15.26,100.00,0.00,0.00,0.00,21.70,10.84,3.85,
2026-07-30,12:39:15.871,0.17,2.66,0.06,0.72,2.80,37.42,3.67,0.64,0.68,0.0028,0.0003,5.91,5.24,67,13212.66,4972.77,3880.27,2.66,22.14,0.17,1.42,8.93,22.74,0.00,49.30,19.02,100.00,0.00,0.00,0.00,24.34,13.44,3.85,
2026-07-30,12:39:16.870,0.14,2.53,0.06,0.67,2.61,36.98,3.13,0.64,0.75,0.0034,0.0003,5.87,5.19,49,10824.12,4272.61,3880.60,2.53,21.11,0.14,1.16,8.22,23.49,0.00,49.74,18.55,100.00,0.00,0.00,0.00,22.36,11.46,3.88,
2026-07-30,12:39:17.872,0.12,2.42,0.05,0.61,2.39,40.18,2.59,0.61,0.76,0.0043,0.0003,6.08,5.23,67,9310.50,3850.94,3879.65,2.42,20.15,0.12,1.00,8.09,21.50,0.00,50.12,20.29,100.00,0.00,0.00,0.00,21.19,10.28,3.88,
2026-07-30,12:39:18.872,0.16,2.60,0.06,0.68,2.65,39.05,3.45,0.62,0.71,0.0031,0.0003,6.03,5.19,67,12796.82,4913.21,3880.09,2.60,21.70,0.16,1.37,9.33,22.80,0.00,48.28,19.59,100.00,0.00,0.00,0.00,24.09,13.17,3.89,
2026-07-30,12:39:19.871,0.09,2.32,0.04,0.53,2.07,37.89,1.82,0.62,0.82,0.0052,0.0003,5.99,5.20,68,7261.62,3127.23,3878.22,2.32,19.35,0.09,0.78,7.60,22.16,0.00,48.74,21.50,100.00,0.00,0.00,0.00,19.70,8.78,3.90,
2026-07-30,12:39:20.871,0.17,2.53,0.07,0.66,2.59,40.49,3.62,0.62,0.77,0.0030,0.0003,6.14,5.23,67,13287.11,5246.84,3877.84,2.53,21.10,0.17,1.43,10.20,29.65,0.00,43.30,16.84,100.00,0.00,0.00,0.00,24.72,13.78,3.90,
2026-07-30,12:39:21.873,0.17,2.57,0.07,0.68,2.66,40.66,3.85,0.63,0.75,0.0031,0.0003,6.18,5.26,66,13222.06,5151.84,3877.11,2.57,21.39,0.17,1.42,9.75,28.47,0.00,44.97,16.81,100.00,0.00,0.00,0.00,24.79,13.82,3.92,
2026-07-30,12:39:22.872,0.13,2.11,0.06,0.64,2.49,52.61,3.90,0.60,0.76,0.0054,0.0004,7.06,5.67,64,9753.35,4622.69,3881.49,2.11,17.58,0.13,1.05,9.33,16.87,0.00,58.51,15.29,100.00,0.00,0.00,0.00,22.23,11.24,3.89,
2026-07-30,12:39:23.872,0.22,2.71,0.08,0.65,2.52,41.65,4.20,0.63,0.70,0.0025,0.0002,6.22,5.29,67,16965.88,6250.71,3881.40,2.71,22.62,0.22,1.82,12.48,21.38,0.00,50.30,15.84,100.00,0.00,0.00,0.00,26.38,15.40,3.93,
2026-07-30,12:39:24.872,0.13,2.49,0.05,0.62,2.40,36.71,2.54,0.62,0.76,0.0037,0.0003,5.82,5.14,49,9798.36,3931.22,3878.69,2.49,20.77,0.13,1.05,8.23,24.24,0.00,47.52,20.02,100.00,0.00,0.00,0.00,21.74,10.81,3.90,
2026-07-30,12:39:25.873,0.13,2.59,0.05,0.64,2.49,33.64,2.58,0.63,0.76,0.0032,0.0002,5.65,5.09,67,10385.65,4010.11,3881.34,2.59,21.58,0.13,1.11,8.08,23.51,0.00,47.64,20.76,100.00,0.00,0.00,0.00,22.22,11.28,3.87,
2026-07-30,12:39:26.873,0.18,2.36,0.07,0.74,2.89,44.87,4.88,0.62,0.71,0.0033,0.0004,6.45,5.23,67,13651.44,5793.78,3878.89,2.36,19.64,0.18,1.47,10.09,19.56,0.00,54.48,15.87,100.00,0.00,0.00,0.00,25.02,14.08,3.85,
2026-07-30,12:39:27.873,0.09,2.34,0.04,0.55,2.15,37.02,2.20,0.62,0.77,0.0051,0.0003,5.82,5.16,68,7303.32,3115.74,3878.48,2.34,19.53,0.09,0.78,7.28,19.43,0.00,49.81,23.48,100.00,0.00,0.00,0.00,19.75,8.90,3.82,
2026-07-30,12:39:28.874,0.16,2.64,0.06,0.69,2.70,37.37,3.48,0.63,0.76,0.0030,0.0003,5.84,5.18,68,12508.10,4744.86,3881.60,2.64,21.97,0.16,1.34,8.82,18.65,0.00,52.11,20.41,100.00,0.00,0.00,0.00,23.21,12.40,3.78,
2026-07-30,12:39:29.873,0.17,2.64,0.06,0.74,2.88,38.22,3.62,0.62,0.67,0.0029,0.0003,5.95,5.19,67,13168.12,4989.68,3877.15,2.64,21.99,0.17,1.42,8.71,16.04,0.00,53.28,21.97,100.00,0.00,0.00,0.00,24.19,13.35,3.82,
2026-07-30,12:39:30.873,0.20,3.26,0.06,0.70,2.71,44.84,2.73,0.58,0.75,0.0028,0.0002,6.42,5.24,67,15806.88,4846.19,3878.04,3.26,27.18,0.20,1.70,8.99,25.42,0.00,46.55,19.04,100.00,0.00,0.00,0.00,23.90,12.96,3.83,
2026-07-30,12:39:31.874,0.18,2.41,0.07,0.67,2.60,45.47,3.94,0.60,0.85,0.0033,0.0003,6.27,5.29,68,13610.90,5644.73,3882.03,2.41,20.09,0.18,1.46,10.91,35.25,0.00,35.97,17.86,100.00,0.00,0.00,0.00,24.84,13.97,3.78,
2026-07-30,12:39:32.874,0.17,2.51,0.07,0.56,2.17,42.63,3.78,0.63,0.76,0.0032,0.0003,6.11,5.26,52,13477.82,5365.67,3877.19,2.51,20.93,0.17,1.45,12.41,27.26,0.00,44.08,16.26,100.00,0.00,0.00,0.00,23.39,12.49,3.83,
2026-07-30,12:39:33.874,0.15,2.65,0.06,0.68,2.64,36.81,3.22,0.63,0.77,0.0032,0.0003,5.70,5.11,68,11609.54,4377.95,3878.11,2.65,22.10,0.15,1.25,8.33,27.08,0.00,43.61,20.97,100.00,0.00,0.00,0.00,22.40,11.61,3.77,
2026-07-30,12:39:34.879,0.16,2.68,0.06,0.69,2.68,36.86,3.38,0.63,0.77,0.0030,0.0003,5.72,5.12,68,12295.55,4584.36,3881.35,2.68,22.35,0.16,1.32,8.58,22.33,0.00,48.44,20.65,100.00,0.00,0.00,0.00,22.81,11.95,3.85,
2026-07-30,12:39:35.878,0.09,2.41,0.04,0.56,2.17,36.68,2.15,0.63,0.78,0.0050,0.0003,5.71,5.10,65,7308.35,3027.18,3880.23,2.41,20.12,0.09,0.78,7.00,23.24,0.00,49.58,20.18,100.00,0.00,0.00,0.00,19.21,8.34,3.87,
2026-07-30,12:39:36.878,0.16,2.57,0.06,0.75,2.93,36.35,3.32,0.62,0.76,0.0030,0.0003,5.71,5.11,60,12227.37,4764.95,3880.74,2.57,21.38,0.16,1.31,8.18,23.00,0.00,46.93,21.88,100.00,0.00,0.00,0.00,23.63,12.76,3.87,
2026-07-30,12:39:37.878,0.16,2.48,0.07,0.75,2.92,37.65,3.57,0.63,0.78,0.0030,0.0003,5.79,5.12,61,12672.05,5108.32,3878.09,2.48,20.67,0.16,1.36,8.79,26.38,0.00,47.36,17.47,100.00,0.00,0.00,0.00,24.31,13.46,3.84,
2026-07-30,12:39:38.878,0.09,2.23,0.04,0.62,2.43,36.23,2.05,0.62,0.79,0.0050,0.0003,5.71,5.12,61,7207.66,3226.02,3876.88,2.23,18.62,0.09,0.77,6.67,23.23,0.00,47.17,22.92,100.00,0.00,0.00,0.00,20.12,9.28,3.86,
2026-07-30,12:39:39.877,0.16,2.62,0.06,0.70,2.74,36.11,3.25,0.63,0.82,0.0030,0.0003,5.71,5.11,57,12027.39,4597.63,3879.58,2.62,21.80,0.16,1.29,8.43,19.40,0.00,50.61,21.57,100.00,0.00,0.00,0.00,22.88,11.94,3.93,
2026-07-30,12:39:40.877,0.25,2.70,0.09,0.67,2.62,69.00,3.81,0.52,0.78,0.0035,0.0002,8.02,6.05,44,19514.31,7229.40,3876.85,2.70,22.49,0.25,2.10,13.87,26.08,0.00,45.00,15.05,100.00,0.00,0.00,0.00,28.29,17.14,3.95,
2026-07-30,12:39:41.877,0.25,2.82,0.09,0.81,3.16,60.99,5.77,0.54,0.78,0.0031,0.0003,7.83,5.83,60,19385.43,6879.54,3878.44,2.82,23.48,0.25,2.08,10.96,22.03,0.00,53.38,13.62,100.00,0.00,0.00,0.00,28.66,17.53,3.96,
2026-07-30,12:39:42.877,0.15,2.61,0.06,0.66,2.59,37.82,3.43,0.64,0.80,0.0032,0.0003,5.83,5.14,57,11852.79,4539.67,3881.47,2.61,21.76,0.15,1.27,8.80,20.16,0.00,54.16,16.89,100.00,0.00,0.00,0.00,22.35,11.37,3.97,
2026-07-30,12:39:43.877,0.09,2.39,0.04,0.53,2.07,36.29,2.17,0.64,0.77,0.0050,0.0003,5.72,5.10,57,7198.67,3016.72,3878.25,2.39,19.89,0.09,0.77,7.33,19.00,0.00,58.43,15.24,100.00,0.00,0.00,0.00,19.14,8.22,3.91,
2026-07-30,12:39:44.877,0.16,2.66,0.06,0.67,2.63,38.20,3.21,0.62,0.79,0.0030,0.0003,5.87,5.15,57,12775.42,4793.90,3878.30,2.66,22.21,0.16,1.37,9.17,22.80,0.00,47.95,20.08,100.00,0.00,0.00,0.00,23.08,12.09,3.97,
2026-07-30,12:39:45.876,0.17,2.68,0.06,0.67,2.63,38.26,3.38,0.63,0.72,0.0029,0.0003,5.86,5.13,54,13283.43,4949.71,3878.47,2.68,22.36,0.17,1.43,9.46,20.98,0.00,50.34,19.21,100.00,0.00,0.00,0.00,23.89,12.94,3.93,
2026-07-30,12:39:46.876,0.21,3.07,0.07,0.73,2.86,48.68,2.91,0.57,0.75,0.0030,0.0002,6.67,5.29,57,16063.82,5237.53,3880.12,3.07,25.56,0.21,1.72,9.20,25.35,0.00,46.43,19.02,100.00,0.00,0.00,0.00,24.95,13.90,3.93,
2026-07-30,12:39:47.882,0.17,2.54,0.07,0.80,3.10,38.88,3.68,0.62,0.68,0.0030,0.0003,5.91,5.17,53,13167.55,5192.21,3880.09,2.54,21.13,0.17,1.41,8.41,20.25,0.00,49.76,21.59,100.00,0.00,0.00,0.00,25.07,14.16,3.88,
2026-07-30,12:39:48.882,0.10,2.46,0.04,0.58,2.24,36.29,2.08,0.62,0.78,0.0048,0.0003,5.74,5.11,62,7491.69,3045.86,3881.61,2.46,20.50,0.10,0.80,6.82,23.49,0.00,47.95,21.74,100.00,0.00,0.00,0.00,19.39,8.51,3.89,
2026-07-30,12:39:49.881,0.17,2.58,0.06,0.81,3.16,36.82,3.51,0.62,0.69,0.0028,0.0003,5.74,5.10,62,12992.20,5039.06,3879.24,2.58,21.49,0.17,1.40,8.02,23.19,0.00,45.88,22.91,100.00,0.00,0.00,0.00,24.90,13.95,3.94,
2026-07-30,12:39:50.881,0.24,2.61,0.09,0.63,2.45,43.28,4.96,0.64,0.74,0.0024,0.0003,6.16,5.25,62,18292.42,7017.80,3880.29,2.61,21.72,0.24,1.96,14.38,29.53,0.00,41.05,15.04,100.00,0.00,0.00,0.00,27.84,16.82,3.93,
2026-07-30,12:39:51.882,0.11,2.33,0.05,0.55,2.15,39.95,2.06,0.61,0.80,0.0049,0.0003,6.02,5.22,63,8226.50,3533.31,3877.87,2.33,19.40,0.11,0.88,8.26,22.18,0.00,49.11,20.45,100.00,0.00,0.00,0.00,20.16,9.12,3.96,
2026-07-30,12:39:52.881,0.17,2.63,0.07,0.69,2.68,35.90,3.63,0.63,0.60,0.0027,0.0003,5.93,5.17,65,13372.56,5093.27,3876.99,2.63,21.88,0.17,1.44,9.55,18.73,0.00,54.84,16.88,100.00,0.00,0.00,0.00,24.56,13.52,3.96,
2026-07-30,12:39:53.881,0.17,2.70,0.06,0.69,2.68,36.91,3.91,0.64,0.55,0.0027,0.0003,5.96,5.22,65,13428.03,4980.24,3879.94,2.70,22.47,0.17,1.44,9.35,24.23,0.00,51.45,14.97,100.00,0.00,0.00,0.00,24.40,13.37,3.96,
2026-07-30,12:39:54.881,0.09,2.43,0.04,0.54,2.11,35.68,2.18,0.64,0.69,0.0050,0.0003,5.67,5.05,66,7189.20,2962.12,3876.79,2.43,20.23,0.09,0.77,7.05,14.82,0.00,59.28,18.85,100.00,0.00,0.00,0.00,19.43,8.37,4.02,
2026-07-30,12:39:55.880,0.29,3.21,0.09,0.81,3.17,45.47,4.27,0.60,0.62,0.0021,0.0002,6.44,5.21,66,22139.33,6905.09,3879.78,3.21,26.72,0.29,2.38,10.94,25.90,0.00,46.43,16.73,100.00,0.00,0.00,0.00,29.07,17.94,4.00,
2026-07-30,12:39:56.881,0.09,2.28,0.04,0.62,2.41,36.27,2.22,0.63,0.71,0.0050,0.0003,5.74,5.12,67,7199.20,3158.72,3879.70,2.28,18.99,0.09,0.77,6.58,23.34,0.00,50.54,19.53,100.00,0.00,0.00,0.00,20.34,9.34,3.97,
2026-07-30,12:39:57.880,0.17,2.68,0.06,0.69,2.71,38.15,3.70,0.63,0.62,0.0029,0.0003,5.85,5.14,66,13024.33,4858.48,3878.76,2.68,22.34,0.17,1.40,9.03,25.15,0.00,46.79,19.04,100.00,0.00,0.00,0.00,24.28,13.09,4.11,
2026-07-30,12:39:58.880,0.16,2.71,0.06,0.67,2.61,37.22,3.54,0.63,0.71,0.0030,0.0003,5.81,5.13,66,12402.53,4579.66,3877.41,2.71,22.57,0.16,1.33,8.81,27.45,0.00,44.07,19.66,100.00,0.00,0.00,0.00,23.04,11.95,4.04,
2026-07-30,12:39:59.880,0.10,2.38,0.04,0.54,2.10,37.00,2.31,0.63,0.69,0.0050,0.0003,5.93,5.20,67,7390.79,3099.72,3879.64,2.38,19.87,0.10,0.79,7.42,22.26,0.00,52.22,18.11,100.00,0.00,0.00,0.00,19.87,8.67,4.13,
2026-07-30,12:40:00.880,0.16,2.68,0.06,0.66,2.59,34.50,3.62,0.64,0.68,0.0028,0.0003,5.82,5.14,66,12465.92,4646.66,3878.04,2.68,22.36,0.16,1.34,9.02,20.43,0.00,54.29,16.26,100.00,0.00,0.00,0.00,23.38,12.18,4.13,
2026-07-30,12:40:01.880,0.17,2.67,0.06,0.68,2.66,38.26,3.71,0.63,0.61,0.0029,0.0003,5.90,5.15,63,12999.79,4867.50,3879.15,2.67,22.26,0.17,1.40,9.18,20.34,0.00,52.06,18.41,100.00,0.00,0.00,0.00,24.03,12.90,4.07,
2026-07-30,12:40:02.879,0.12,2.44,0.05,0.57,2.23,39.25,2.67,0.63,0.72,0.0041,0.0003,5.93,5.20,66,9683.91,3966.05,3877.32,2.44,20.35,0.12,1.04,8.94,24.80,0.00,47.19,19.07,100.00,0.00,0.00,0.00,21.63,10.54,4.05,
2026-07-30,12:40:03.879,0.22,2.69,0.08,0.68,2.67,40.79,4.39,0.64,0.62,0.0024,0.0003,6.02,5.21,52,16802.96,6237.63,3881.84,2.69,22.45,0.22,1.80,11.74,22.55,0.00,49.48,16.22,100.00,0.00,0.00,0.00,27.17,15.99,4.13,
2026-07-30,12:40:04.879,0.09,2.25,0.04,0.61,2.38,36.28,2.20,0.64,0.70,0.0052,0.0003,5.73,5.11,67,6955.51,3091.48,3877.90,2.25,18.75,0.09,0.75,6.53,17.70,0.00,59.12,16.65,100.00,0.00,0.00,0.00,20.36,9.09,4.26,
2026-07-30,12:40:05.879,0.16,2.64,0.06,0.73,2.84,38.64,3.60,0.63,0.71,0.0031,0.0003,5.92,5.17,67,12583.11,4763.64,3877.76,2.64,22.01,0.16,1.35,8.43,20.58,0.00,51.14,19.85,100.00,0.00,0.00,0.00,23.61,12.39,4.18,
2026-07-30,12:40:06.881,0.16,2.64,0.06,0.71,2.78,38.70,3.54,0.63,0.73,0.0031,0.0003,5.92,5.18,66,12557.25,4759.40,3881.39,2.64,21.99,0.16,1.35,8.59,20.01,0.00,51.24,20.16,100.00,0.00,0.00,0.00,23.72,12.48,4.18,
2026-07-30,12:40:07.881,0.09,2.41,0.04,0.56,2.18,36.68,2.13,0.63,0.72,0.0050,0.0003,5.74,5.10,67,7297.52,3022.47,3879.10,2.41,20.12,0.09,0.78,6.96,20.83,0.00,51.64,20.58,100.00,0.00,0.00,0.00,19.95,8.56,4.33,
2026-07-30,12:40:08.880,0.16,2.65,0.06,0.71,2.78,37.46,3.48,0.63,0.73,0.0030,0.0003,5.81,5.12,67,12604.14,4757.39,3878.50,2.65,22.08,0.16,1.35,8.62,20.39,0.00,52.17,18.83,100.00,0.00,0.00,0.00,23.99,12.63,4.33,
2026-07-30,12:40:09.880,0.14,2.61,0.05,0.64,2.48,39.23,3.10,0.62,0.75,0.0036,0.0003,5.93,5.16,49,10898.52,4173.48,3877.94,2.61,21.76,0.14,1.17,8.47,21.18,0.00,51.33,19.02,100.00,0.00,0.00,0.00,22.32,10.88,4.37,
2026-07-30,12:40:10.881,0.12,2.43,0.05,0.67,2.62,38.12,2.66,0.62,0.72,0.0041,0.0003,5.87,5.16,67,9288.74,3817.49,3877.77,2.43,20.28,0.12,1.00,7.32,18.47,0.00,52.68,21.53,100.00,0.00,0.00,0.00,22.16,10.82,4.31,
2026-07-30,12:40:11.881,0.28,2.84,0.10,0.86,3.37,67.05,4.20,0.51,0.73,0.0031,0.0002,7.95,5.99,46,21644.72,7626.20,3882.19,2.84,23.65,0.28,2.32,11.37,24.12,0.00,45.98,18.53,100.00,0.00,0.00,0.00,31.09,19.72,4.14,
2026-07-30,12:40:12.881,0.19,2.89,0.06,0.76,2.97,51.26,3.05,0.57,0.74,0.0035,0.0002,7.00,5.71,67,14541.95,5025.11,3879.53,2.89,24.12,0.19,1.56,8.52,23.20,0.00,49.40,18.88,100.00,0.00,0.00,0.00,25.25,13.85,4.26,
2026-07-30,12:40:13.881,0.27,3.25,0.08,0.79,3.07,45.55,3.77,0.59,0.78,0.0022,0.0002,6.42,5.22,68,20763.15,6379.53,3879.18,3.25,27.12,0.27,2.23,10.44,22.89,0.00,48.22,18.44,100.00,0.00,0.00,0.00,27.24,15.79,4.33,
2026-07-30,12:40:14.881,0.25,2.74,0.09,0.66,2.59,43.14,4.51,0.64,0.74,0.0022,0.0002,6.21,5.31,67,19185.09,7014.07,3879.78,2.74,22.79,0.25,2.06,13.63,25.16,0.00,47.43,13.77,100.00,0.00,0.00,0.00,27.77,16.49,4.23,
2026-07-30,12:40:15.881,0.09,2.31,0.04,0.60,2.33,36.84,2.21,0.63,0.73,0.0050,0.0003,5.74,5.11,67,7331.87,3179.89,3877.48,2.31,19.21,0.09,0.79,6.85,25.90,0.00,48.49,18.75,100.00,0.00,0.00,0.00,20.73,9.37,4.32,
2026-07-30,12:40:16.881,0.16,2.55,0.06,0.74,2.90,37.94,3.72,0.64,0.70,0.0030,0.0003,5.84,5.15,67,12468.31,4886.82,3878.04,2.55,21.26,0.16,1.34,8.49,24.42,0.00,52.88,14.21,100.00,0.00,0.00,0.00,24.58,13.38,4.17,
2026-07-30,12:40:17.882,0.12,2.56,0.05,0.60,2.35,39.59,2.68,0.62,0.71,0.0042,0.0003,5.98,5.18,51,9482.02,3698.28,3880.98,2.56,21.37,0.12,1.02,7.89,23.15,0.00,49.58,19.37,100.00,0.00,0.00,0.00,20.99,9.69,4.25,
2026-07-30,12:40:18.882,0.25,3.37,0.08,0.75,2.93,44.58,3.44,0.60,0.72,0.0023,0.0002,6.35,5.23,67,19703.60,5844.87,3878.16,3.37,28.09,0.25,2.12,10.04,23.75,0.00,48.53,17.69,100.00,0.00,0.00,0.00,26.72,15.30,4.32,
2026-07-30,12:40:19.882,0.16,2.75,0.06,0.68,2.64,38.03,3.62,0.63,0.69,0.0030,0.0003,5.86,5.15,67,12689.80,4610.29,3877.78,2.75,22.94,0.16,1.36,8.79,22.35,0.00,48.24,20.62,100.00,0.00,0.00,0.00,23.36,12.07,4.26,
2026-07-30,12:40:20.882,0.10,2.37,0.04,0.52,2.04,38.44,2.31,0.62,0.84,0.0051,0.0003,5.86,5.14,68,7480.71,3154.26,3880.75,2.37,19.76,0.10,0.80,7.78,30.66,0.00,42.03,19.54,100.00,0.00,0.00,0.00,19.91,8.60,4.27,
2026-07-30,12:40:21.884,0.16,2.70,0.06,0.65,2.55,36.99,3.32,0.62,0.76,0.0029,0.0003,5.77,5.12,67,12762.14,4722.18,3881.65,2.70,22.52,0.16,1.37,9.31,25.16,0.00,46.67,18.85,100.00,0.00,0.00,0.00,23.57,12.22,4.30,
2026-07-30,12:40:22.884,0.15,2.69,0.06,0.67,2.60,37.36,3.39,0.63,0.73,0.0032,0.0003,5.78,5.11,68,11834.42,4393.90,3877.85,2.69,22.44,0.15,1.27,8.50,24.12,0.00,49.15,18.22,100.00,0.00,0.00,0.00,22.82,11.47,4.29,
2026-07-30,12:40:23.884,0.21,2.87,0.07,0.72,2.80,52.82,4.02,0.57,0.72,0.0033,0.0003,6.96,5.28,44,15933.10,5553.19,3878.94,2.87,23.91,0.21,1.71,9.98,24.43,0.00,46.74,18.85,100.00,0.00,0.00,0.00,24.40,13.19,4.07,
2026-07-30,12:40:24.883,0.19,2.80,0.07,0.71,2.77,36.66,3.68,0.63,0.60,0.0025,0.0003,5.82,5.06,67,14585.69,5202.39,3878.98,2.80,23.36,0.19,1.57,9.43,20.45,0.00,52.65,17.46,100.00,0.00,0.00,0.00,24.91,13.99,3.90,
2026-07-30,12:40:25.884,0.10,2.42,0.04,0.57,2.21,34.91,2.41,0.64,0.67,0.0047,0.0003,5.57,4.96,58,7420.63,3069.99,3878.60,2.42,20.14,0.10,0.80,6.98,24.80,0.00,48.58,19.64,100.00,0.00,0.00,0.00,19.62,8.67,3.96,
2026-07-30,12:40:26.883,0.25,2.74,0.09,0.62,2.41,41.24,5.03,0.66,0.70,0.0021,0.0003,6.01,5.24,67,19549.20,7142.18,3878.38,2.74,22.81,0.25,2.10,14.90,26.43,0.00,45.06,13.61,100.00,0.00,0.00,0.00,27.75,16.88,3.80,
2026-07-30,12:40:27.888,0.17,2.66,0.06,0.71,2.79,37.97,3.69,0.64,0.71,0.0030,0.0003,5.82,5.14,68,12832.37,4824.67,3880.10,2.66,22.16,0.17,1.38,8.70,21.44,0.00,51.19,18.66,100.00,0.00,0.00,0.00,23.49,12.62,3.84,
